teraz zrób plik csv,instytucja,fundusz,DATA_fundusz,typ_aktywa,emitent,isin,waluta,liczba_sztuk,wartosc_nominalna,wartosc_wg_ceny_nabycia,wartosc_wg_wyceny,udziaĹ‚_proc_aktywa,termin_wykupu,rodzaj_oprocentowania,oprocentowanie,rodzaj_rynku,rynek,nazwa_instrumentu,typ_instrumentu,poziom_hierarchii,TYP_aktywo_std,wartosc_wg_wyceny_num
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Apple Inc (US037,8331005),regulowany,,NASDAQ Stock,Market,2,997,Stany Zjednoczone,2,410,3,078,"0,77",,,,,997.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Archicom SA (PLA,RHCM00016),regulowany,,Główny Rynek,GPW,117,668,Polska,3,374,4,824,"1,20",,,,,668.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,ASML Holding NV,(NL0010273215),regulowany,,Euronext Ams,terdam,,671,Holandia,1,867,1,946,"0,48",,,,,671.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,ASSECOSEE (PLAS,SEE00014),regulowany,,Główny Rynek,GPW,19,126,Polska,,837,,937,"0,23",,,,,126.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,ASTRAZENECA PL,C (GB0009895292),regulowany,,London Stock,Exchange,3,700,Wielka Brytania,1,966,1,994,"0,50",,,,,700.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,AUTOPARTN (PLA,TPRT00018),Aktywny ryn,ek - rynek,Główny Rynek,GPW,77,368,Polska,1,455,1,532,"0,38",,,,,368.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,BAE Systems PLC,(GB0002634946),regulowany,,London Stock,Exchange,36,500,Wielka Brytania,1,731,2,158,"0,54",,,,,500.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,BARRICK GO,LD (CA0679011084),Aktywny rynek,-,rynek,Toronto Stock,Exchange,6,371,Kanada,,608,,405,"0,10",,,,6.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,BENEFIT (PL,BNFTS00018),regulowany,,,Główny Rynek,GPW,3,638,Polska,4,748,10,532,"2,62",,,,3.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,BGZBNPP (P,LBGZ0000010),regulowany,,,Główny Rynek,GPW,18,200,Polska,1,823,1,551,"0,39",,,,18.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Bioceltix SA (,PLBCLTX00019),Aktywny rynek,-,rynek,Główny Rynek,GPW,14,871,Polska,,852,1,303,"0,32",,,,14.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,BUDIMEX (P,LBUDMX00013),regulowany,,,Główny Rynek,GPW,7,200,Polska,2,574,3,360,"0,84",,,,7.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,CCC (PLCCC0,000016),regulowany,,,Główny Rynek,GPW,14,911,Polska,,640,2,741,"0,68",,,,14.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,CDPROJEKT,(PLOPTTC00011),regulowany,,,Główny Rynek,GPW,48,816,Polska,7,268,9,346,"2,32",,,,48.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Cie Financier,e Richemont SA (CH0210483332),regulowany,,,Six Swiss Exch,ange,2,130,Francja,1,335,1,333,"0,33",,,,2.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,CREOTECH (,PLCRTCH00017),Aktywny rynek,-,rynek,Główny Rynek,GPW,7,401,Polska,1,152,1,280,"0,32",,,,7.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,cyber_Folks,S.A. (PLR220000018),regulowany,,,Główny Rynek,GPW,14,068,Polska,1,218,2,117,"0,53",,,,14.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Daimler AG (,DE0007100000),regulowany,,,Xetra,,4,460,Niemcy,1,417,1,025,"0,25",,,,4.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Datawalk SA,(PLPILAB00012),regulowany,,,Główny Rynek,GPW,4,634,Polska,,760,,262,"0,07",,,,4.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,DexCom Inc,(US2521311074),regulowany,,,NASDAQ Stock,Market,7,032,Stany Zjednoczone,3,111,2,243,"0,56",,,,7.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,DINOPL (PLD,INPL00011),regulowany,,,Główny Rynek,GPW,27,083,Polska,9,495,10,557,"2,62",,,,27.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,DOMDEV (PL,DMDVL00012),regulowany,,,Główny Rynek,GPW,8,761,Polska,1,237,1,596,"0,40",,,,8.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,ERSTE GROU,P BANK (AT0000652011),regulowany,,,Vienna Stock E,xchange,6,962,Austria,1,086,1,775,"0,44",,,,6.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,GRENEVIA (,PLFAMUR00012),Aktywny rynek,-,rynek,Główny Rynek,GPW,605,304,Polska,2,179,1,329,"0,33",,,,605.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,Indra Sistem,as SA (ES0118594417),regulowany,,,Spanish Stock,Exchange,21,256,Hiszpania,1,195,1,551,"0,39",,,,21.0
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2055,2055,InPost SA (L,U2290522684),regulowany,,,Euronext Amst,erdam,43,990,Luksemburg,1,782,3,103,"0,77",,,,43.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Subfunduszu PPK inPZU 20,60 wydzi,elonego w ramach,PPK inPZU Specjali,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Funduszu Inwestycyjnego O,twarteg,o,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,za okres od 1 stycznia 2024 r.,do 31 gru,dnia 2024 r.,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Zarząd TFI PZU SA:,,,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Tomasz Stadnik,Prezes Zarz,ądu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Tomasz Bilecki,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Marcin Dobrzański,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Marcin Jakubiak,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Jarosław Leśniczak,Wiceprezes,Zarządu,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,………………………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Biuro Księgowości Fundu,szy TFI PZ,U SA:,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Marcin Bielecki,D,yrektor Biura,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,…………………………,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,"Warszawa, 24 marca 2025 r.",,,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Zarząd Towarzystwa Fu,nduszy Inwest,ycyjnych,PZU,S.A. zgodnie z Ust,awą z dnia 29 września 1994 r. o rachunkow,ości oraz,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Rozporządzeniem Minist,ra Finansów,z dnia,24 g,rudnia 2007 r. w,sprawie szczególnych zasad rachunkowości,funduszy,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,inPZU Specjalistycznego,Funduszu Inw,estycyjn,ego O,"twartego, zwanego","dalej „Subfunduszem”, obejmujące:",,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,I. Zestawienie lokat,według stanu,na 31 g,rudnia,"2024 r., z tabelam","i uzupełniającymi oraz dodatkowymi,",,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,II. Bilans sporządzon,y na dzień 31,grudnia,2024,"r.,",,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,III. Rachunek wyniku,z operacji za,okres od,1 sty,cznia do 31 grudnia,"2024 r.,",,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,IV. Zestawienie zmian,w aktywach,"netto,",,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,V. Noty objaśniające,",",,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,VI. Informację dodat,kową.,,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,ZEST,AWIENI,E LOKAT,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Zestawi,enie lokat,należy anali,zować łącznie,z notami objaśniającymi,i informacją,"dodatkową, kt",óre,stanowią integralną c,zęść prezentowanego sp,ra,wozdan,ia jednostkowe,go.,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Tabela,Główn,a,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,,,,31.12.2024,,,,,,31.12.2023,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,SKŁADNIKI,LOKAT,Wartość we,dług ceny,Wartość wed,łu,g Procentowy udz,iał w Wartość według,ce,ny,Wartość wedłu,g Procentowy,udz,iał w,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,,nabycia,w tys. zł,wyceny na d bilansowy w t,zie ys.,ń aktywach ogół zł,em nabycia w tys.,zł,b,wyceny na dzie ilansowy w tys.,ń aktywach zł,ogół,em,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Akcje,,,,,85 810,,96,572,"66,10",51,819,60,994,,"68,47",,,96.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Warrant,y subskrypc,yjne,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Prawa d,o akcji,,,,0,,,0,"0,00",,101,,115,,"0,13",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Prawa p,oboru,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Kwity de,pozytowe,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Listy zas,tawne,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Dłużne p,apiery wart,ościowe,,,43 843,,45,095,"30,87",24,527,25,706,,"28,86",,,45.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Instrum,enty pochod,ne,,,0,,,63,"0,04",,0,,121,,"0,13",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Udziały,w spółkach,z ograniczoną,odpowiedzialno,ścią,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Jednostk,i uczestnict,wa,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Certyfika,ty inwestyc,yjne,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Tytuły u,czestnictwa,emitowane p,rzez instytucje w,spólnego,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,inwesto,wania mając,e siedzibę za,granicą,,1 035,,1,023,"0,70",,0,,0,,"0,00",,,1.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Wierzyte,lności,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Udzielon,e pożyczki,pieniężne,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Weksle,,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Depozyt,y,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Waluty,,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Nierucho,mości,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Statki m,orskie,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Inne,,,,,0,,,0,"0,00",,0,,0,,"0,00",,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Razem,,,,,130 688,14,2,753,"97,71 7",6,447,86,936,,"97,59",,,2.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,W tabeli,prezentow,ane są instru,menty pochodne,posiadane przez Subfundu,"sz, których wy",cena na dzień b,ila,nsowy jest dodatnia. Ko,mpletna informacja dotycząc,a i,nstrume,ntów pochodnych,posiadanych przez,Subf,undusz,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,znajduje,się w tabeli,uzupełniając,ej „Instrumenty,pochodne” oraz w „Nocie 6,Instrumenty po,"chodne”, w któr",yc,h zaprezentowano także (,o ile takowe występowały) n,iew,ystanda,ryzowane instrum,"enty pochodne, któr",ych,wycena,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,na dzień,bilansowy,była ujemna i,która tym sam,ym została odniesiona w z,obowiązania Su,bfunduszu oraz,wy,standaryzowane instrume,"nty pochodne, których wart",oś,ć bilanso,wa wynosiła zero,z uwagi na dzienn,e roz,liczenia,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Zostały zaprezen,"towane tylko te tabele, które d",otyczą rodz,ajów lokat,posiadanych,przez Subfundusz na,dzi,eń b,ilansowy.,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,,,,,,,Kraj siedziby Wartość według,ce,Wartość wed ny,łu,g Procentowy udzi,ał w,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,AKCJE,Rodzaj,rynku,Nazwa r,ynku Liczb,a,,emitenta nabycia w tys.,zł,wyceny na dz bilansowy w t,ie ys,ń aktywach ogółe . zł,m,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,adidas AG (DE000,A1EWWW0),regulowany,,Xetra,,,890,Niemcy,,696,,901,"0,62",,,,,890.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Adobe Systems In,c (US00724F1012),regulowany,,NASDAQ Stock,Market,,428,Stany Zjednoczone,,929,,781,"0,53",,,,,428.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Advanced Micro D,evices Inc (US0079031078),regulowany,,NASDAQ Stock,Market,1,985,Stany Zjednoczone,1,039,,983,"0,67",,,,,985.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,AGORA (PLAGORA,00067),regulowany,,Główny Rynek,GPW,40,615,Polska,,459,,400,"0,27",,,,,615.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,ALIOR (PLALIOR0,0045),regulowany,,Główny Rynek,GPW,,414,Polska,,27,,36,"0,02",,,,,414.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Allegro.eu SA (LU,2237380790),regulowany,,Główny Rynek,GPW,114,142,Luksemburg,3,269,3,091,"2,12",,,,,142.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Alphabet Inc (US0,2079K3059),regulowany,,NASDAQ Stock,Market,1,270,Stany Zjednoczone,,682,,986,"0,67",,,,,270.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Amazon.com Inc (,US0231351067),regulowany,,NASDAQ Stock,Market,1,685,Stany Zjednoczone,1,258,1,516,"1,04",,,,,685.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Anglo American P,LC (GB00B1XZS820),regulowany,,London Stock,Exchange,9,265,Wielka Brytania,1,232,1,128,"0,77",,,,,265.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Apple Inc (US037,8331005),regulowany,,NASDAQ Stock,Market,1,065,Stany Zjednoczone,,861,1,094,"0,75",,,,,65.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Archicom SA (PLA,RHCM00016),regulowany,,Główny Rynek,GPW,42,563,Polska,1,262,1,745,"1,19",,,,,563.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,ASML Holding NV,(NL0010273215),regulowany,,Euronext Ams,terdam,,220,Holandia,,606,,638,"0,44",,,,,220.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,ASSECOSEE (PLAS,SEE00014),regulowany,,Główny Rynek,GPW,5,874,Polska,,256,,288,"0,20",,,,,874.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,ASTRAZENECA PL,C (GB0009895292),regulowany,,London Stock,Exchange,1,220,Wielka Brytania,,648,,658,"0,45",,,,,220.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,AUTOPARTN (PLA,TPRT00018),Aktywny ryn,ek - rynek,Główny Rynek,GPW,25,654,Polska,,408,,508,"0,35",,,,,654.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny ryn,ek - rynek,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,BAE Systems PLC,(GB0002634946),regulowany,,London Stock,Exchange,12,050,Wielka Brytania,,575,,713,"0,49",,,,,50.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,BARRICK GO,LD (CA0679011084),Aktywny rynek,-,rynek,Toronto Stock,Exchange,2,001,Kanada,,194,,127,"0,09",,,,2.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,BENEFIT (PL,BNFTS00018),regulowany,,,Główny Rynek,GPW,1,386,Polska,2,056,4,011,"2,75",,,,1.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,BGZBNPP (P,LBGZ0000010),regulowany,,,Główny Rynek,GPW,6,300,Polska,,631,,537,"0,37",,,,6.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Bioceltix SA (,PLBCLTX00019),Aktywny rynek,-,rynek,Główny Rynek,GPW,5,167,Polska,,296,,453,"0,31",,,,5.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,BUDIMEX (P,LBUDMX00013),regulowany,,,Główny Rynek,GPW,3,165,Polska,1,307,1,477,"1,01",,,,3.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,CCC (PLCCC0,000016),regulowany,,,Główny Rynek,GPW,6,244,Polska,,280,1,148,"0,79",,,,6.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,CDPROJEKT,(PLOPTTC00011),regulowany,,,Główny Rynek,GPW,16,844,Polska,2,473,3,225,"2,21",,,,16.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Cie Financier,e Richemont SA (CH0210483332),regulowany,,,Six Swiss Exch,ange,,695,Francja,,440,,435,"0,30",,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,CREOTECH (,PLCRTCH00017),Aktywny rynek,-,rynek,Główny Rynek,GPW,2,454,Polska,,385,,425,"0,29",,,,2.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,regulowany,,,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,cyber_Folks,S.A. (PLR220000018),regulowany,,,Główny Rynek,GPW,4,724,Polska,,408,,711,"0,49",,,,4.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Daimler AG (,DE0007100000),regulowany,,,Xetra,,1,435,Niemcy,,456,,330,"0,23",,,,1.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,Datawalk SA,(PLPILAB00012),regulowany,,,Główny Rynek,GPW,1,318,Polska,,214,,75,"0,05",,,,1.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,DexCom Inc,(US2521311074),regulowany,,,NASDAQ Stock,Market,2,541,Stany Zjednoczone,1,111,,810,"0,55",,,,2.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,DINOPL (PLD,INPL00011),regulowany,,,Główny Rynek,GPW,9,749,Polska,3,485,3,800,"2,60",,,,9.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,DOMDEV (PL,DMDVL00012),regulowany,,,Główny Rynek,GPW,3,141,Polska,,431,,572,"0,39",,,,3.0
,TFI PZU S.A.,inPZU Puls Życia 2060,2060,,,Aktywny rynek,-,rynek,,,,,,,,,,,,,,
